,# 400,412.5,442.5,490,510,560,620,665,673.75,681.25,708.75,753.75,761.25,764.375,767.5,778.75,Chl
0,0.00969,0.0106,0.014,0.0187,0.0193,0.0201,0.00813,0.00557,0.00528,0.00502,0.0028,0.000671,0.000672,0.000653,0.000606,0.000553,30.469064939842294
1,0.00406,0.004379999999999999,0.00562,0.0092,0.0113,0.0152,0.00611,0.0037,0.0036,0.00373,0.0020800000000000003,0.0006360000000000001,0.00064,0.00046399999999999995,0.000394,0.000269,31.364398187318013
2,0.00703,0.007359999999999999,0.00891,0.0125,0.0141,0.0158,0.005529999999999999,0.00394,0.00404,0.0042,0.00244,0.00128,0.00115,0.00107,0.00101,0.0011,30.134990293872445
3,0.0078,0.00801,0.00954,0.0142,0.0169,0.0222,0.0115,0.00807,0.007670000000000001,0.0077599999999999995,0.0059299999999999995,0.0037,0.0034200000000000003,0.0034200000000000003,0.0034200000000000003,0.00288,27.75730482206259
4,0.0057399999999999994,0.00621,0.00829,0.0135,0.016,0.0229,0.0108,0.00758,0.00686,0.00675,0.005229999999999999,0.000973,0.00101,0.000951,0.0008849999999999999,0.000839,11.284585810706542
5,0.00613,0.00642,0.00818,0.0133,0.016,0.0232,0.0112,0.00792,0.0072,0.00716,0.00565,0.0009609999999999999,0.000875,0.000935,0.0010400000000000001,0.00109,8.061346766748667
6,0.0038,0.0043100000000000005,0.005229999999999999,0.006959999999999999,0.0102,0.02,0.0158,0.0115,0.009940000000000001,0.0103,0.0144,0.00506,0.0052,0.00491,0.00475,0.00472,5.782750184937381
7,0.0037700000000000003,0.0037799999999999995,0.00454,0.0084,0.0104,0.0144,0.00609,0.00455,0.00425,0.0042899999999999995,0.00352,0.00257,0.0030800000000000003,0.0028,0.00207,0.0019,12.431365487052542
8,0.0043,0.004520000000000001,0.00592,0.0105,0.013,0.0198,0.00976,0.00772,0.00705,0.007209999999999999,0.00627,0.00432,0.0034799999999999996,0.00335,0.0032600000000000003,0.00302,17.7927652886307
